TYPEQU,REG,DEP,UU2020,AAV2020,BV2012,EPCI,DEPCOM,PRES_2016,PRES_2021
A301,75,16,CSZ,CSZ,16223,200072049,16289,1,0
A507,75,16,CSZ,CSZ,16223,200072049,16289,1,0
A301,75,16,CSZ,CSZ,16223,200068914,16290,1,0
D603,75,16,16601,62,16015,200071827,16291,1,0
E01G,75,16,16601,62,16015,200071827,16291,1,0
E101,75,16,16601,62,16015,200071827,16291,1,0
D208,75,16,16105,386,16292,200043016,16292,1,0
D603,75,16,16105,386,16292,200043016,16292,1,0
A507,75,16,CSZ,62,16078,200072023,16295,1,0
B301,75,16,CSZ,62,16078,200072023,16295,1,0
B305,75,16,CSZ,62,16078,200072023,16295,1,0
A507,75,16,CSZ,CSZ,16090,200070514,16297,1,0
D701,75,16,CSZ,CSZ,16090,200070514,16297,1,0
F111,75,16,CSZ,373,16028,200029734,16303,1,0
A301,75,16,16401,152,16102,200070514,16304,1,0
A507,75,16,16401,152,16102,200070514,16304,1,0
A01G,75,16,CSZ,CSZ,16085,200072049,16308,1,0
D233,75,16,CSZ,CSZ,16085,200072049,16308,1,0
A205,75,16,CSZ,62,16286,241600303,16312,1,0
B301,75,16,CSZ,152,16102,200070514,16316,1,0
D232,75,16,CSZ,152,16102,200070514,16316,1,0
A301,75,16,CSZ,CSZ,16206,200072023,16318,1,0
A205,75,16,CSZ,62,16286,241600303,16320,1,0
A301,75,16,CSZ,62,16223,200068914,16323,1,0
A501,75,16,CSZ,CSZ,16085,200072049,16329,1,0
D221,75,16,CSZ,CSZ,16085,200072049,16329,1,0
F121,75,16,CSZ,CSZ,16085,200072049,16329,1,0
B203,75,16,CSZ,152,16102,200070514,16330,1,0
D232,75,16,CSZ,488,16106,200072049,16337,1,0
A01G,75,16,16601,62,16015,200071827,16341,1,0
D101,75,16,16601,62,16015,200071827,16341,1,0
D102,75,16,16601,62,16015,200071827,16341,1,0
D103,75,16,16601,62,16015,200071827,16341,1,0
D106,75,16,16601,62,16015,200071827,16341,1,0
D107,75,16,16601,62,16015,200071827,16341,1,0
D109,75,16,16601,62,16015,200071827,16341,1,0
D111,75,16,16601,62,16015,200071827,16341,1,0
D304,75,16,16601,62,16015,200071827,16341,1,0
B203,75,16,CSZ,CSZ,16073,200070282,16346,1,0
A507,75,16,CSZ,62,16015,200071827,16348,1,0
D233,75,16,CSZ,62,16015,200071827,16348,1,0
A206,75,16,CSZ,CSZ,24352,200070282,16350,1,0
G102,75,16,CSZ,CSZ,24352,200070282,16350,1,0
E101,75,16,CSZ,152,16102,200070514,16355,1,0
B103,75,16,16601,62,16015,200071827,16358,1,0
D243,75,16,CSZ,152,16102,200070514,16359,1,0
E101,75,16,CSZ,152,16102,200070514,16359,1,0
A501,75,16,CSZ,386,16292,200043016,16361,1,0
D236,75,16,CSZ,CSZ,16167,200070514,16366,1,0
E101,75,16,CSZ,CSZ,16167,200070514,16366,1,0
D201,75,16,CSZ,62,16015,200071827,16368,1,0
B203,75,16,CSZ,152,16167,200070514,16369,1,0
D201,75,16,CSZ,152,16167,200070514,16369,1,0
D233,75,16,CSZ,152,16167,200070514,16369,1,0
A301,75,16,CSZ,62,16015,200071827,16370,1,0
D232,75,16,CSZ,62,16015,200071827,16370,1,0
E101,75,16,CSZ,62,16015,200071827,16370,1,0
A301,75,16,CSZ,386,16292,200043016,16373,1,0
B308,75,16,16601,62,16015,200071827,16374,1,0
D112,75,16,16601,62,16015,200071827,16374,1,0
D213,75,16,16601,62,16015,200071827,16374,1,0
F107,75,16,CSZ,386,16292,200043016,16378,1,0
A301,75,16,CSZ,CSZ,16281,200068914,16379,1,0
D201,75,16,CSZ,62,16078,200072023,16383,1,0
D233,75,16,CSZ,373,16028,200029734,16384,1,0
B203,75,16,16601,62,16015,200071827,16385,1,0
B301,75,16,16601,62,16015,200071827,16385,1,0
D235,75,16,16601,62,16015,200071827,16385,1,0
D243,75,16,16601,62,16015,200071827,16385,1,0
A506,75,16,16108,CSZ,16167,200070514,16387,1,0
E101,75,16,CSZ,62,16078,200072023,16393,1,0
F111,75,16,CSZ,62,16078,200072023,16393,1,0
G104,75,16,CSZ,CSZ,16015,200070282,16394,1,0
F116,75,16,CSZ,CSZ,16286,241600303,16395,1,0
A301,75,16,CSZ,386,16292,200043016,16400,1,0
G104,75,16,CSZ,386,16292,200043016,16400,1,0
D303,75,16,CSZ,62,16223,200068914,16406,1,0
F111,75,16,CSZ,62,16223,200068914,16406,1,0
B304,75,16,CSZ,62,16015,200070282,16408,1,0
B313,75,16,CSZ,62,16015,200070282,16408,1,0
E101,75,16,CSZ,62,16015,200070282,16408,1,0
A301,75,16,CSZ,386,16292,200043016,16409,1,0
A301,75,16,CSZ,62,16078,200072023,16412,1,0
A501,75,16,CSZ,CSZ,16206,200072023,16414,1,0
B203,75,16,CSZ,62,16015,200071827,16415,1,0
F103,75,16,CSZ,CSZ,16085,200072049,16416,1,0
F113,75,16,CSZ,CSZ,16085,200072049,16416,1,0
F113,75,16,CSZ,62,16078,200072023,16419,1,0
A501,75,16,CSZ,CSZ,16073,200070282,16424,1,0
A506,75,17,17123,51,17003,200041614,17003,1,0
F112,75,17,17123,51,17003,200041614,17003,1,0
D235,75,17,CSZ,51,17218,200041499,17008,1,0
A207,75,17,17601,51,17300,241700434,17010,1,0
G104,75,17,17601,51,17300,241700434,17010,1,0
A501,75,17,CSZ,120,17397,200041689,17011,1,0
A301,75,17,CSZ,315,17347,200041689,17013,1,0
D231,75,17,CSZ,131,17131,241700640,17015,1,0
F102,75,17,CSZ,CSZ,16028,200041523,17016,1,0
F112,75,17,CSZ,CSZ,16028,200041523,17016,1,0
F114,75,17,CSZ,CSZ,16028,200041523,17016,1,0
F117,75,17,CSZ,CSZ,16028,200041523,17016,1,0
G104,75,17,CSZ,CSZ,16028,200041523,17016,1,0
A207,75,17,CSZ,51,17003,200041614,17018,1,0
E101,75,17,CSZ,51,17003,200041614,17018,1,0
A506,75,17,17126,CSZ,17019,241700459,17019,1,0
B206,75,17,17126,CSZ,17019,241700459,17019,1,0
D235,75,17,17126,CSZ,17019,241700459,17019,1,0
D601,75,17,17126,CSZ,17019,241700459,17019,1,0
G104,75,17,17126,CSZ,17019,241700459,17019,1,0
A206,75,17,17301,464,17452,241700640,17021,1,0
B206,75,17,17301,464,17452,241700640,17021,1,0
B304,75,17,17301,464,17452,241700640,17021,1,0
G102,75,17,17301,464,17452,241700640,17021,1,0
A507,75,17,CSZ,315,17347,200041689,17022,1,0
D232,75,17,CSZ,315,17347,200041689,17022,1,0
F116,75,17,CSZ,315,17347,200041689,17022,1,0
A501,75,17,CSZ,CSZ,17224,200041689,17023,1,0
B301,75,17,CSZ,CSZ,17024,200041689,17024,1,0
B310,75,17,CSZ,CSZ,17024,200041689,17024,1,0
D243,75,17,CSZ,CSZ,17024,200041689,17024,1,0
F106,75,17,CSZ,CSZ,17024,200041689,17024,1,0
D702,75,17,CSZ,315,17224,200041689,17025,1,0
A501,75,17,CSZ,575,17283,200041523,17027,1,0
B206,75,17,17601,51,17300,241700434,17028,1,0
B310,75,17,17601,51,17300,241700434,17028,1,0
F111,75,17,CSZ,51,17003,200041614,17032,1,0
F116,75,17,CSZ,51,17003,200041614,17032,1,0
G103,75,17,CSZ,51,17003,200041614,17032,1,0
A301,75,17,CSZ,131,17131,241700640,17034,1,0
F102,75,17,CSZ,140,17299,200041762,17036,1,0
A301,75,17,CSZ,6,33123,200041523,17038,1,0
A501,75,17,CSZ,6,33123,200041523,17038,1,0
D233,75,17,CSZ,575,17283,200041523,17039,1,0
F118,75,17,CSZ,575,17283,200041523,17039,1,0
F102,75,17,CSZ,51,17434,200041499,17041,1,0
F111,75,17,CSZ,51,17434,200041499,17041,1,0
F113,75,17,CSZ,51,17434,200041499,17041,1,0
F116,75,17,CSZ,51,17434,200041499,17041,1,0
G102,75,17,CSZ,51,17434,200041499,17041,1,0
G103,75,17,CSZ,51,17434,200041499,17041,1,0
B203,75,17,CSZ,120,17283,241700632,17044,1,0
D233,75,17,CSZ,120,17283,241700632,17044,1,0
A507,75,17,CSZ,140,17397,241700517,17045,1,0
F116,75,17,CSZ,575,17283,200041523,17047,1,0
B102,75,17,CSZ,CSZ,17224,200041689,17048,1,0
A506,75,17,17107,513,17161,241700459,17051,1,0
B316,75,17,17107,513,17161,241700459,17051,1,0
A501,75,17,CSZ,CSZ,33389,200041523,17052,1,0
A507,75,17,CSZ,CSZ,33389,200041523,17052,1,0
A206,75,17,CSZ,140,17397,200041689,17053,1,0
D239,75,17,CSZ,140,17397,200041689,17053,1,0
F111,75,17,CSZ,140,17397,200041689,17053,1,0
A507,75,17,CSZ,120,17283,200041523,17056,1,0
A206,75,17,17206,439,17219,241700699,17058,1,0
E101,75,17,17206,439,17219,241700699,17058,1,0
G104,75,17,CSZ,51,17300,241700434,17059,1,0
F114,75,17,CSZ,CSZ,17172,241700640,17060,1,0
G102,75,17,CSZ,CSZ,17172,241700640,17060,1,0
A301,75,17,CSZ,CSZ,16028,200041523,17061,1,0
E101,75,17,17402,140,17299,200041762,17065,1,0
F106,75,17,17402,140,17299,200041762,17065,1,0
A501,75,17,CSZ,CSZ,17172,241700640,17068,1,0
D233,75,17,CSZ,120,17347,200041689,17070,1,0
G104,75,17,CSZ,120,17347,200041689,17070,1,0
F103,75,17,CSZ,152,16102,200036473,17072,1,0
D231,75,17,CSZ,120,17415,200036473,17073,1,0
A301,75,17,CSZ,152,16102,200041523,17076,1,0
G102,75,17,CSZ,CSZ,17241,200041523,17077,1,0
A301,75,17,CSZ,51,17434,200041614,17080,1,0
D401,75,17,CSZ,51,17434,200041614,17080,1,0
D605,75,17,CSZ,51,17434,200041614,17080,1,0
F116,75,17,CSZ,51,17434,200041614,17080,1,0
F120,75,17,CSZ,51,17434,200041614,17080,1,0
E101,75,17,CSZ,140,17299,200041762,17083,1,0
F111,75,17,CSZ,140,17299,200041762,17083,1,0
F107,75,17,CSZ,140,17397,200041689,17085,1,0
F111,75,17,CSZ,140,17397,200041689,17085,1,0
B102,75,17,CSZ,120,17415,200036473,17086,1,0
G102,75,17,CSZ,120,17415,200036473,17086,1,0
B203,75,17,CSZ,120,17415,200036473,17089,1,0
G101,75,17,CSZ,120,17415,200036473,17089,1,0
D303,75,17,CSZ,51,17218,200041499,17091,1,0
D603,75,17,CSZ,51,17218,200041499,17091,1,0
G102,75,17,CSZ,51,17218,200041499,17091,1,0
B304,75,17,17125,CSZ,17093,241700624,17093,1,0
F101,75,17,17125,CSZ,17093,241700624,17093,1,0
F107,75,17,17125,CSZ,17093,241700624,17093,1,0
A104,75,17,17601,51,17300,241700434,17094,1,0
A207,75,17,17601,51,17300,241700434,17094,1,0
B311,75,17,17601,51,17300,241700434,17094,1,0
D243,75,17,17601,51,17300,241700434,17094,1,0
A507,75,17,CSZ,CSZ,17240,200041523,17095,1,0
B203,75,17,CSZ,131,17421,241700640,17097,1,0
F111,75,17,CSZ,131,17421,241700640,17097,1,0
G102,75,17,CSZ,131,17421,241700640,17097,1,0
A301,75,17,CSZ,CSZ,17240,200041523,17099,1,0
B203,75,17,CSZ,CSZ,17240,200041523,17099,1,0
A507,75,17,CSZ,152,16102,200036473,17100,1,0
B203,75,17,CSZ,152,16102,200036473,17100,1,0
A205,75,17,CSZ,CSZ,17024,200041689,17101,1,0
F113,75,17,CSZ,CSZ,17024,200041689,17101,1,0
D240,75,17,CSZ,120,17415,200036473,17102,1,0
A205,75,17,CSZ,CSZ,17241,200041523,17104,1,0
G102,75,17,CSZ,152,16102,200041523,17106,1,0
A501,75,17,CSZ,354,17197,200041523,17108,1,0
B206,75,17,CSZ,51,17300,241700434,17109,1,0
B310,75,17,CSZ,CSZ,17241,200041523,17110,1,0
E01G,75,17,CSZ,354,17197,200041523,17111,1,0
E101,75,17,CSZ,354,17197,200041523,17111,1,0
A501,75,17,CSZ,120,17415,200036473,17112,1,0
A301,75,17,CSZ,CSZ,33138,200041523,17113,1,0
A501,75,17,CSZ,CSZ,33138,200041523,17113,1,0
A507,75,17,CSZ,CSZ,33138,200041523,17113,1,0
B203,75,17,CSZ,CSZ,17197,200041523,17116,1,0
D303,75,17,CSZ,120,17415,200036473,17120,1,0
E101,75,17,CSZ,120,17415,200036473,17120,1,0
B316,75,17,17126,513,17019,241700459,17121,1,0
G104,75,17,17126,513,17019,241700459,17121,1,0
A501,75,17,CSZ,315,17347,200041689,17124,1,0
B203,75,17,CSZ,315,17347,200041689,17125,1,0
F102,75,17,CSZ,315,17347,200041689,17125,1,0
A205,75,17,CSZ,51,17218,200041499,17127,1,0
D401,75,17,CSZ,51,17218,200041499,17127,1,0
F112,75,17,CSZ,51,17218,200041499,17127,1,0
A301,75,17,CSZ,120,17415,200036473,17128,1,0
D201,75,17,CSZ,131,17131,241700640,17131,1,0
E101,75,17,CSZ,131,17131,241700640,17131,1,0
G104,75,17,CSZ,131,17131,241700640,17131,1,0
F111,75,17,CSZ,51,17434,200041499,17132,1,0
D231,75,17,CSZ,120,17172,241700632,17133,1,0
D233,75,17,CSZ,120,17172,241700632,17133,1,0
A207,75,17,CSZ,CSZ,17224,200041689,17135,1,0
B301,75,17,CSZ,CSZ,17224,200041689,17135,1,0
E101,75,17,CSZ,51,17300,241700434,17136,1,0
A301,75,17,CSZ,63,17347,200041689,17137,1,0
B103,75,17,17117,CSZ,17140,241700624,17140,1,0
B304,75,17,17117,CSZ,17140,241700624,17140,1,0
B310,75,17,17117,CSZ,17140,241700624,17140,1,0
D208,75,17,17117,CSZ,17140,241700624,17140,1,0
D221,75,17,17117,CSZ,17140,241700624,17140,1,0
D401,75,17,17117,CSZ,17140,241700624,17140,1,0
G101,75,17,17117,CSZ,17140,241700624,17140,1,0
B203,75,17,CSZ,120,17415,200036473,17141,1,0
E101,75,17,CSZ,120,17415,200036473,17141,1,0
A506,75,17,17601,51,17300,241700434,17142,1,0
A507,75,17,CSZ,120,17415,200036473,17143,1,0
D233,75,17,17402,140,17299,200041762,17146,1,0
D238,75,17,17402,140,17299,200041762,17146,1,0
A507,75,17,CSZ,120,17415,200036473,17147,1,0
B203,75,17,CSZ,120,17415,200036473,17147,1,0
B203,75,17,CSZ,315,17347,200041689,17150,1,0
A301,75,17,CSZ,CSZ,17131,241700640,17152,1,0
E101,75,17,17102,51,17300,241700434,17153,1,0
A206,75,17,17301,464,17452,241700640,17155,1,0
B206,75,17,17301,464,17452,241700640,17155,1,0
B301,75,17,17301,464,17452,241700640,17155,1,0
D221,75,17,17301,464,17452,241700640,17155,1,0
F116,75,17,17301,464,17452,241700640,17155,1,0
G101,75,17,17301,464,17452,241700640,17155,1,0
G104,75,17,17301,464,17452,241700640,17155,1,0
B304,75,17,CSZ,51,17218,200041499,17158,1,0
B316,75,17,CSZ,51,17218,200041499,17158,1,0
D231,75,17,17130,513,17161,241700459,17161,1,0
G104,75,17,17130,513,17161,241700459,17161,1,0
E01G,75,17,CSZ,354,17197,200041523,17163,1,0
G101,75,17,17401,120,17415,200036473,17164,1,0
F102,75,17,CSZ,51,17003,200041614,17166,1,0
F111,75,17,CSZ,51,17003,200041614,17166,1,0
F116,75,17,CSZ,51,17003,200041614,17166,1,0
A501,75,17,CSZ,CSZ,17241,200041523,17167,1,0
A506,75,17,17122,51,17168,200041762,17168,1,0
B315,75,17,17122,51,17168,200041762,17168,1,0
D231,75,17,17122,51,17168,200041762,17168,1,0
D235,75,17,17122,51,17168,200041762,17168,1,0
E101,75,17,17122,51,17168,200041762,17168,1,0
B301,75,17,CSZ,CSZ,17172,241700632,17172,1,0
B311,75,17,CSZ,CSZ,17172,241700632,17172,1,0
D221,75,17,CSZ,CSZ,17172,241700632,17172,1,0
D303,75,17,CSZ,CSZ,17172,241700632,17172,1,0
E101,75,17,CSZ,CSZ,17172,241700632,17172,1,0
F116,75,17,CSZ,140,17434,200041614,17174,1,0
D232,75,17,CSZ,152,16102,200041523,17175,1,0
D502,75,17,CSZ,152,16102,200041523,17175,1,0
B316,75,17,17401,120,17415,200036473,17179,1,0
E101,75,17,17401,120,17415,200036473,17179,1,0
A207,75,17,CSZ,51,17434,200041499,17182,1,0
A501,75,17,CSZ,51,17434,200041499,17182,1,0
A507,75,17,CSZ,51,17434,200041499,17182,1,0
F106,75,17,CSZ,51,17434,200041499,17182,1,0
B316,75,17,CSZ,131,17131,241700640,17183,1,0
G102,75,17,CSZ,131,17131,241700640,17183,1,0
D303,75,17,CSZ,131,17421,241700699,17185,1,0
B203,75,17,CSZ,51,17218,200041499,17186,1,0
F103,75,17,CSZ,CSZ,17224,200041689,17188,1,0
B206,75,17,CSZ,CSZ,17283,200041523,17192,1,0
G102,75,17,CSZ,CSZ,17283,200041523,17192,1,0
A206,75,17,17110,51,17300,241700434,17193,1,0
A506,75,17,17118,51,17300,241700434,17194,1,0
D235,75,17,17118,51,17300,241700434,17194,1,0
C303,75,17,17201,354,17197,200041523,17197,1,0
C605,75,17,17201,354,17197,200041523,17197,1,0
D203,75,17,17201,354,17197,200041523,17197,1,0
D209,75,17,17201,354,17197,200041523,17197,1,0
D211,75,17,17201,354,17197,200041523,17197,1,0
D303,75,17,17201,354,17197,200041523,17197,1,0
D605,75,17,17201,354,17197,200041523,17197,1,0
B103,75,17,17601,51,17300,241700434,17200,1,0
B301,75,17,17601,51,17300,241700434,17200,1,0
D603,75,17,17601,51,17300,241700434,17200,1,0
F106,75,17,CSZ,315,17347,200041689,17202,1,0
G103,75,17,CSZ,51,17003,200041614,17203,1,0
A507,75,17,CSZ,140,17299,200041762,17205,1,0
A506,75,17,17126,CSZ,17019,241700459,17207,1,0
G104,75,17,17126,CSZ,17019,241700459,17207,1,0
F106,75,17,CSZ,51,17300,200041499,17208,1,0
A301,75,17,CSZ,CSZ,16102,200041523,17209,1,0
D221,75,17,CSZ,CSZ,17283,200041523,17210,1,0
B102,75,17,CSZ,CSZ,17347,200041689,17211,1,0
D233,75,17,CSZ,CSZ,17347,200041689,17211,1,0
F106,75,17,CSZ,315,17347,200041689,17213,1,0
F102,75,17,CSZ,120,17415,200036473,17214,1,0
A01G,75,17,17127,51,17218,200041499,17218,1,0
A503,75,17,17127,51,17218,200041499,17218,1,0
B103,75,17,17127,51,17218,200041499,17218,1,0
A205,75,17,17206,439,17219,241700699,17219,1,0
D231,75,17,17206,439,17219,241700699,17219,1,0
F109,75,17,17206,439,17219,241700699,17219,1,0
A301,75,17,CSZ,354,17283,200041523,17220,1,0
F113,75,17,CSZ,354,17283,200041523,17220,1,0
B206,75,17,17116,51,17300,241700434,17222,1,0
A301,75,17,CSZ,CSZ,17224,200041689,17223,1,0
F121,75,17,17104,CSZ,17224,200041689,17224,1,0
G104,75,17,17104,CSZ,17224,200041689,17224,1,0
F101,75,17,CSZ,CSZ,17452,241700640,17225,1,0
B102,75,17,17112,131,17421,241700640,17228,1,0
B308,75,17,17112,131,17421,241700640,17228,1,0
D242,75,17,17112,131,17421,241700640,17228,1,0
B101,75,17,17403,131,17306,241700640,17230,1,0
D401,75,17,17403,131,17306,241700640,17230,1,0
F117,75,17,17403,131,17306,241700640,17230,1,0
G104,75,17,17403,131,17306,241700640,17230,1,0
B203,75,17,CSZ,131,17131,241700632,17232,1,0
B313,75,17,CSZ,131,17131,241700632,17232,1,0
B103,75,17,CSZ,152,16102,200036473,17235,1,0
F112,75,17,CSZ,152,16102,200036473,17235,1,0
A506,75,17,CSZ,CSZ,33389,200041523,17236,1,0
G101,75,17,CSZ,CSZ,33389,200041523,17236,1,0
A501,75,17,CSZ,152,17224,200041689,17239,1,0
B315,75,17,17120,CSZ,17240,200041523,17240,1,0
G103,75,17,17120,CSZ,17240,200041523,17240,1,0
G104,75,17,17120,CSZ,17240,200041523,17240,1,0
A506,75,17,CSZ,CSZ,17241,200041523,17241,1,0
B301,75,17,CSZ,CSZ,17241,200041523,17241,1,0
B304,75,17,CSZ,CSZ,17241,200041523,17241,1,0
B305,75,17,CSZ,CSZ,17241,200041523,17241,1,0
D303,75,17,CSZ,CSZ,17241,200041523,17241,1,0
G102,75,17,CSZ,CSZ,17241,200041523,17241,1,0
F102,75,17,CSZ,120,17283,200036473,17242,1,0
G104,75,17,CSZ,CSZ,17241,200041523,17243,1,0
A501,75,17,CSZ,140,17299,200041762,17246,1,0
B103,75,17,CSZ,131,17306,241700640,17247,1,0
G104,75,17,CSZ,131,17306,241700640,17247,1,0
B203,75,17,CSZ,354,17197,200041523,17249,1,0
A301,75,17,CSZ,CSZ,17283,200041523,17250,1,0
E101,75,17,CSZ,CSZ,17283,200041523,17250,1,0
G104,75,17,CSZ,120,17397,200041689,17252,1,0
A206,75,17,CSZ,CSZ,17024,200041689,17257,1,0
A501,75,17,CSZ,CSZ,17024,200041689,17257,1,0
F102,75,17,CSZ,CSZ,17024,200041689,17257,1,0
F111,75,17,CSZ,CSZ,17024,200041689,17257,1,0
B203,75,17,CSZ,120,17415,241700517,17262,1,0
B103,75,17,17601,51,17300,241700434,17264,1,0
B206,75,17,CSZ,CSZ,17421,241700699,17265,1,0
B203,75,17,CSZ,51,17300,200041499,17267,1,0
D233,75,17,CSZ,51,17300,200041499,17267,1,0
F103,75,17,CSZ,51,17300,200041499,17267,1,0
A507,75,17,CSZ,CSZ,17241,200041523,17269,1,0
B301,75,17,CSZ,CSZ,17283,200041523,17273,1,0
B310,75,17,17601,51,17300,241700434,17274,1,0
B315,75,17,17601,51,17300,241700434,17274,1,0
D231,75,17,17601,51,17300,241700434,17274,1,0
A301,75,17,CSZ,120,17415,200036473,17275,1,0
F103,75,17,CSZ,120,17415,200036473,17275,1,0
B315,75,17,CSZ,120,17415,200036473,17278,1,0
G102,75,17,CSZ,120,17415,200036473,17278,1,0
B203,75,17,CSZ,CSZ,17283,200041523,17279,1,0
A501,75,17,CSZ,120,17397,241700517,17280,1,0
B305,75,17,17124,575,17283,200041523,17283,1,0
D605,75,17,17124,575,17283,200041523,17283,1,0
A506,75,17,CSZ,140,17299,241700517,17284,1,0
D201,75,17,17126,CSZ,17019,241700459,17286,1,0
G104,75,17,17126,CSZ,17019,241700459,17286,1,0
D303,75,17,CSZ,CSZ,17241,200041523,17287,1,0
F111,75,17,CSZ,315,17347,200041689,17288,1,0
A207,75,17,17601,51,17300,241700434,17291,1,0
D103,75,17,17601,51,17300,241700434,17291,1,0
D203,75,17,17601,51,17300,241700434,17291,1,0
D213,75,17,17601,51,17300,241700434,17291,1,0
D603,75,17,17601,51,17300,241700434,17291,1,0
D605,75,17,17601,51,17300,241700434,17291,1,0
A205,75,17,CSZ,140,17397,200041689,17292,1,0
A507,75,17,CSZ,51,17434,200041614,17293,1,0
A208,75,17,CSZ,CSZ,17434,200041689,17294,1,0
A301,75,17,CSZ,120,17415,241700632,17296,1,0
A507,75,17,CSZ,120,17415,241700632,17296,1,0
B206,75,17,CSZ,120,17415,241700632,17296,1,0
A205,75,17,17108,51,17161,241700459,17297,1,0
A506,75,17,17108,51,17161,241700459,17297,1,0
B305,75,17,17108,51,17161,241700459,17297,1,0
D221,75,17,17108,51,17161,241700459,17297,1,0
D235,75,17,17108,51,17161,241700459,17297,1,0
E101,75,17,17108,51,17161,241700459,17297,1,0
D702,75,17,17402,140,17299,200041762,17299,1,0
D703,75,17,17402,140,17299,200041762,17299,1,0
F202,75,17,17402,140,17299,200041762,17299,1,0
D304,75,17,17601,51,17300,241700434,17300,1,0
F106,75,17,17601,51,17300,241700434,17300,1,0
E101,75,17,CSZ,140,17397,241700517,17302,1,0
F116,75,17,CSZ,51,17218,200041499,17303,1,0
F118,75,17,CSZ,51,17218,200041499,17303,1,0
A104,75,17,17403,131,17306,241700640,17306,1,0
B101,75,17,17403,131,17306,241700640,17306,1,0
D111,75,17,17403,131,17306,241700640,17306,1,0
D210,75,17,17403,131,17306,241700640,17306,1,0
F109,75,17,17403,131,17306,241700640,17306,1,0
A507,75,17,CSZ,131,17421,241700640,17307,1,0
F101,75,17,17111,140,17299,200041762,17308,1,0
F107,75,17,17111,140,17299,200041762,17308,1,0
F112,75,17,17111,140,17299,200041762,17308,1,0
F120,75,17,17111,140,17299,200041762,17308,1,0
A01G,75,17,CSZ,CSZ,24354,200041523,17309,1,0
D231,75,17,CSZ,CSZ,24354,200041523,17309,1,0
B301,75,17,17403,131,17306,241700640,17311,1,0
D703,75,17,17403,131,17306,241700640,17311,1,0
F114,75,17,17403,131,17306,241700640,17311,1,0
F121,75,17,17403,131,17306,241700640,17311,1,0
G101,75,17,CSZ,CSZ,33389,200041523,17312,1,0
G103,75,17,CSZ,CSZ,33389,200041523,17312,1,0
A301,75,17,CSZ,CSZ,33389,200041523,17317,1,0
D201,75,17,CSZ,CSZ,33389,200041523,17317,1,0
B203,75,17,17126,CSZ,17019,241700459,17318,1,0
B304,75,17,17126,CSZ,17019,241700459,17318,1,0
B308,75,17,17126,CSZ,17019,241700459,17318,1,0
D502,75,17,17126,CSZ,17019,241700459,17318,1,0
G104,75,17,17126,CSZ,17019,241700459,17318,1,0
A507,75,17,CSZ,51,17218,200041499,17322,1,0
E101,75,17,CSZ,51,17218,200041499,17322,1,0
B206,75,17,17101,CSZ,17385,241700624,17323,1,0
F116,75,17,17101,CSZ,17385,241700624,17323,1,0
A501,75,17,CSZ,CSZ,17283,200041523,17325,1,0
D232,75,17,CSZ,CSZ,17283,200041523,17325,1,0
B203,75,17,CSZ,CSZ,17283,200041523,17328,1,0
D232,75,17,CSZ,140,17299,200041762,17329,1,0
A01G,75,17,CSZ,CSZ,17283,200041523,17331,1,0
D232,75,17,CSZ,CSZ,17283,200041523,17331,1,0
G104,75,17,CSZ,CSZ,17283,200041523,17331,1,0
B203,75,17,CSZ,354,17197,200041523,17332,1,0
D203,75,17,17403,131,17306,241700640,17333,1,0
D231,75,17,17403,131,17306,241700640,17333,1,0
D303,75,17,17403,131,17306,241700640,17333,1,0
F102,75,17,17403,131,17306,241700640,17333,1,0
F202,75,17,17403,131,17306,241700640,17333,1,0
G101,75,17,17403,131,17306,241700640,17333,1,0
G104,75,17,17403,131,17306,241700640,17333,1,0
F111,75,17,CSZ,315,17024,200041689,17334,1,0
B308,75,17,CSZ,120,17415,200036473,17336,1,0
B313,75,17,CSZ,120,17415,200036473,17336,1,0
D221,75,17,17121,CSZ,17385,241700624,17337,1,0
F112,75,17,17121,CSZ,17385,241700624,17337,1,0
G101,75,17,17121,CSZ,17385,241700624,17337,1,0
B203,75,17,CSZ,369,17434,200041614,17340,1,0
A205,75,17,CSZ,120,17347,200041689,17344,1,0
D107,75,17,17205,315,17347,200041689,17347,1,0
D203,75,17,17205,315,17347,200041689,17347,1,0
D236,75,17,17205,315,17347,200041689,17347,1,0
D303,75,17,17205,315,17347,200041689,17347,1,0
D402,75,17,17205,315,17347,200041689,17347,1,0
E101,75,17,CSZ,140,17299,200041762,17348,1,0
B310,75,17,CSZ,51,17218,200041499,17349,1,0
D235,75,17,CSZ,51,17218,200041499,17349,1,0
F117,75,17,CSZ,51,17218,200041499,17349,1,0
G104,75,17,CSZ,51,17218,200041499,17349,1,0
B313,75,17,CSZ,439,17219,241700699,17351,1,0
D221,75,17,17103,51,17168,200041762,17353,1,0
E101,75,17,CSZ,120,17283,200041523,17354,1,0
A507,75,17,CSZ,CSZ,17197,200041523,17355,1,0
B301,75,17,CSZ,315,17347,200041689,17356,1,0
G104,75,17,CSZ,354,16028,200041523,17357,1,0
A205,75,17,17119,51,17161,241700459,17360,1,0
D214,75,17,17119,51,17161,241700459,17360,1,0
E101,75,17,17119,51,17161,241700459,17360,1,0
A507,75,17,CSZ,CSZ,17347,200041689,17361,1,0
A501,75,17,CSZ,CSZ,33389,200041523,17362,1,0
D242,75,17,CSZ,CSZ,33389,200041523,17362,1,0
D232,75,17,CSZ,CSZ,17241,200041523,17365,1,0
